,record_id,user_id,role,education_level,subject_area,ai_tool,ai_use_purpose,ai_use_frequency_per_week,session_count,avg_session_duration_min,tasks_completed,hints_requested,text_feedback,sentiment_label,sentiment_polarity,subjectivity,emotion_primary,pre_test_score,post_test_score,improvement,adaptive_difficulty_start,adaptive_difficulty_end,recommended_resources_count,perceived_usefulness,perceived_ease_of_use,trust_score,adoption_intention,satisfaction_score,ethical_concern_privacy,ethical_concern_plagiarism,dropout_flag,timestamp
877,878,S923802,student,undergraduate,English,Code Copilot,writing feedback,4,37,16,38,7,"I have been using the Code Copilot for writing feedback in English at the undergraduate level; it clarified key goals considerably. Feeling neutral, I had to double-check suggestions and I prefer clearer guidance on ethical use. In practice, this changed how I adapt my study plan and assessments. (note e84fa4)",neutral,-0.085,0.608,neutral,89,89,0,2,2,11,2,3,2,3,2,3,2,1,5/29/2024 11:11
878,879,S472084,student,K-12,Biology,Speech Coach,summarization,3,25,19,23,11,"I adopted the Speech Coach for summarization in Biology at the K-12 level; it improved my confidence with key goals considerably.  Feeling joy, we could tackle harder problems and I cross-checked outputs to avoid plagiarism. In practice, this changed how I adapt my study plan and assessments. (note a0a910)",positive,0.754,0.515,joy,66,87,21,4,2,7,4,4,4,4,4,4,1,0,6/7/2024 17:21
879,880,S525174,student,K-12,Sociology,Speech Coach,proofreading,3,19,13,50,8,"Recently I explored the Speech Coach for proofreading in Sociology at the K-12 level; it streamlined my work on key goals significantly. — Feeling anticipation, it was acceptable overall and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 42f955)",neutral,-0.022,0.291,anticipation,49,61,12,2,2,3,3,2,2,4,4,2,2,1,2/7/2023 8:14
880,881,S928550,student,K-12,Sociology,Concept Mapper,language translation,5,27,17,44,6,"Recently I explored the Concept Mapper for language translation in Sociology at the K-12 level; it streamlined my work on key goals significantly. – Feeling anger, the advice felt generic and I followed our policy on responsible AI use. As a result, my view of AI adoption in education is negative, slightly optimistic. (note eb9e3f)",negative,-0.903,0.688,anger,56,56,0,1,2,6,2,2,2,3,2,3,4,0,2/27/2024 1:14
881,882,S687557,student,undergraduate,Art and Design,Speech Coach,concept explanation,2,23,24,74,9,"I regularly use the Speech Coach for concept explanation in Art and Design at the undergraduate level; it clarified key goals moderately. — Feeling optimism, I finished tasks faster than usual and I cross-checked outputs to avoid plagiarism. In practice, this changed how I adapt my study plan and assessments. (note 221da2)",positive,0.725,0.577,optimism,81,100,19,2,3,4,4,3,4,3,4,2,2,0,3/22/2024 15:42
882,883,S643775,student,K-12,Education,Assessment Assistant,note organization,3,12,26,58,3,"I tried the Assessment Assistant for note organization in Education at the K-12 level; it made it easier to understand key goals moderately.  Feeling anticipation, I noticed little difference and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note f0de80)",neutral,0.004,0.352,anticipation,59,60,1,2,4,7,2,2,3,4,1,4,3,1,6/14/2023 12:52
883,884,S312870,student,undergraduate,History,Assessment Assistant,writing feedback,3,40,20,78,8,"I evaluated the Assessment Assistant for writing feedback in History at the undergraduate level; it made it easier to understand key goals considerably.Feeling anticipation, the impact was modest and I prefer clearer guidance on ethical use. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 048ab7)",neutral,-0.062,0.285,anticipation,86,89,3,2,3,8,3,2,4,4,4,3,4,0,2/25/2023 0:43
884,885,S219954,student,graduate,Mathematics,Concept Mapper,coding help,4,27,12,34,5,"I tried the Concept Mapper for coding help in Mathematics at the graduate level; it reduced my effort on key goals noticeably. – Feeling neutral, I had to double-check suggestions and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note 9cf504)",neutral,0.026,0.622,neutral,70,69,-1,3,1,8,4,2,4,3,1,3,4,0,9/14/2024 8:54
885,886,S430416,student,undergraduate,Law,Assessment Assistant,brainstorming,2,30,26,61,9,"I evaluated the Assessment Assistant for brainstorming in Law at the undergraduate level; it gave me better feedback about key goals . — Feeling anticipation, I finished tasks faster than usual and I followed our policy on responsible AI use. In practice, this changed how I adapt my study plan and assessments. (note 5fa16e)",positive,0.684,0.662,anticipation,80,92,12,3,3,3,4,3,4,4,4,1,3,0,7/24/2024 14:07
886,887,S338598,student,K-12,English,AI Tutor,quiz practice,1,18,24,34,13,"Recently I explored the AI Tutor for quiz practice in English at the K-12 level; it helped me grasp key goals moderately. — Feeling sadness, it distracted from core skills and I remain cautious about fairness and transparency. As a result, my view of AI adoption in education is negative, considerably optimistic. (note 7e7513)",negative,-0.786,0.559,sadness,55,62,7,3,2,9,1,3,3,3,2,4,4,0,8/10/2024 4:58
887,888,S663232,student,K-12,Engineering,AI Writing Helper,quiz practice,3,31,9,89,7,"I evaluated the AI Writing Helper for quiz practice in Engineering at the K-12 level; it guided my practice for key goals .Feeling anticipation, participation increased and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is positive,  optimistic. (note 529342)",positive,0.215,0.744,anticipation,96,100,4,2,4,6,5,4,4,4,4,4,2,0,7/13/2023 3:45
888,889,S363717,student,K-12,Business,Quiz Generator,writing feedback,3,23,18,56,8,"I have been using the Quiz Generator for writing feedback in Business at the K-12 level; it made it easier to understand key goals moderately. – Feeling joy, I observed improved strategies and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is positive, moderately optimistic. (note 2ece2a)",positive,0.506,0.805,joy,73,98,25,1,3,8,5,3,5,5,5,3,3,0,5/2/2023 4:20
889,890,S716103,student,undergraduate,History,Assessment Assistant,quiz practice,2,28,19,30,8,"For my class I relied on the Assessment Assistant for quiz practice in History at the undergraduate level; it gave me better feedback about key goals noticeably.Feeling neutral, results were mixed and I cross-checked outputs to avoid plagiarism. In practice, this changed how I adapt my study plan and assessments. (note 832ee5)",neutral,0.01,0.391,neutral,61,69,8,1,2,5,3,3,1,2,4,4,3,0,8/26/2023 1:45
890,891,S548845,student,K-12,Education,Explainability Bot,writing feedback,3,20,15,49,12,"I tried the Explainability Bot for writing feedback in Education at the K-12 level; it clarified key goals slightly. – Feeling trust, my class outcomes improved and I prefer clearer guidance on ethical use. In practice, this changed how I adapt my study plan and assessments. (note 07f7ef)",positive,0.824,0.512,trust,66,71,5,2,2,9,5,4,3,5,5,1,3,0,1/8/2024 7:19
891,892,S322912,student,graduate,Economics,Concept Mapper,writing feedback,3,27,19,62,11,"I briefly used the Concept Mapper for writing feedback in Economics at the graduate level; it streamlined my work on key goals . Feeling joy, I felt more motivated and I still think about privacy and academic integrity. In practice, this changed how I adapt my study plan and assessments. (note eb1cbb)",positive,0.892,0.541,joy,77,89,12,1,1,3,4,4,5,5,3,3,2,0,1/8/2023 19:22
892,893,S608075,student,K-12,History,Curriculum Planner,note organization,1,23,23,51,10,"I have been using the Curriculum Planner for note organization in History at the K-12 level; it gave me better feedback about key goals significantly.Feeling sadness, it sometimes confused me and I still think about privacy and academic integrity. This shaped my attitude toward AI tools in learning/teaching in a negative way. (note cf3503)",negative,-0.567,0.663,sadness,64,63,-1,2,4,6,4,4,4,3,3,4,3,0,5/28/2024 2:41
893,894,S673489,student,K-12,Psychology,AI Writing Helper,brainstorming,2,23,28,37,4,"I regularly use the AI Writing Helper for brainstorming in Psychology at the K-12 level; it gave me better feedback about key goals moderately.Feeling optimism, participation increased and I prefer clearer guidance on ethical use. As a result, my view of AI adoption in education is positive, significantly optimistic. (note 082d67)",positive,0.491,0.752,optimism,74,89,15,2,2,0,5,4,4,3,3,2,4,0,9/6/2024 11:14
894,895,S594724,student,professional-development,Psychology,AI Writing Helper,writing feedback,3,42,12,48,7,"I experimented with the AI Writing Helper for writing feedback in Psychology at the professional-development level; it kept me engaged with key goals slightly.  Feeling neutral, I noticed little difference and I still think about privacy and academic integrity. As a result, my view of AI adoption in education is neutral, considerably optimistic. (note 620e60)",neutral,-0.036,0.217,neutral,79,92,13,1,3,4,2,4,3,3,4,4,5,0,10/16/2023 14:22
895,896,S502585,student,K-12,Education,Concept Mapper,coding help,4,27,14,59,11,"I experimented with the Concept Mapper for coding help in Education at the K-12 level; it kept me engaged with key goals . Feeling anticipation, it was acceptable overall and I followed our policy on responsible AI use. In practice, this changed how I adapt my study plan and assessments. (note b6d5e0)",neutral,0.08,0.593,anticipation,69,69,0,2,1,12,4,2,3,4,3,3,1,0,9/15/2024 12:41
896,897,S655428,student,K-12,English,Concept Mapper,coding help,4,19,24,74,6,"In this course I tested the Concept Mapper for coding help in English at the K-12 level; it made it easier to understand key goals . — Feeling anticipation, I noticed little difference and I followed our policy on responsible AI use. As a result, my view of AI adoption in education is neutral, significantly optimistic. (note e66812)",neutral,0.073,0.361,anticipation,63,69,6,2,3,6,5,4,2,2,3,4,3,0,1/6/2023 12:07
897,898,S137150,student,graduate,Business,Speech Coach,writing feedback,0,36,9,56,5,"Recently I explored the Speech Coach for writing feedback in Business at the graduate level; it kept me engaged with key goals considerably.Feeling anticipation, I had to double-check suggestions and I prefer clearer guidance on ethical use. In practice, this changed how I adapt my study plan and assessments. (note 96bc21)",neutral,-0.082,0.675,anticipation,56,56,0,1,3,12,3,4,4,4,3,4,3,0,11/13/2023 20:46
898,899,S960811,student,K-12,Physics,Assessment Assistant,proofreading,2,4,17,28,9,"I experimented with the Assessment Assistant for proofreading in Physics at the K-12 level; it kept me engaged with key goals slightly.Feeling anger, the advice felt generic and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a negative way. (note 5c406d)",negative,-0.447,0.804,anger,70,65,-5,2,2,5,3,3,2,1,3,3,4,0,11/10/2023 18:36
899,900,S779907,student,undergraduate,Business,Explainability Bot,language translation,2,30,20,48,9,"Recently I explored the Explainability Bot for language translation in Business at the undergraduate level; it improved my confidence with key goals considerably. — Feeling neutral, I noticed little difference and I cross-checked outputs to avoid plagiarism. This shaped my attitude toward AI tools in learning/teaching in a neutral way. (note 4062a0)",neutral,-0.099,0.496,neutral,68,84,16,2,3,2,3,2,1,2,4,4,3,0,9/18/2023 8:10
900,901,S374523,student,undergraduate,Sociology,LLM Assistant,proofreading,1,22,8,64,10,"I have been using the LLM Assistant for proofreading in Sociology at the undergraduate level; it guided my practice for key goals noticeably. Feeling neutral, the pace felt unchanged and I followed our policy on responsible AI use. In practice, this changed how I adapt my study plan and assessments. (note 314d37)",neutral,0.067,0.448,neutral,58,62,4,2,2,7,2,3,4,2,3,4,4,0,7/21/2023 7:13
901,902,S716593,student,undergraduate,Engineering,Assessment Assistant,brainstorming,4,27,23,55,3,"For my class I relied on the Assessment Assistant for brainstorming in Engineering at the undergraduate level; it clarified key goals moderately. — Feeling trust, my class outcomes improved and I remain cautious about fairness and transparency. In practice, this changed how I adapt my study plan and assessments. (note 844420)",positive,0.623,0.646,trust,63,73,10,1,3,9,3,3,3,3,5,2,3,0,1/18/2023 7:49
902,903,S592959,student,undergraduate,Psychology,AI Tutor,exam revision,1,23,20,40,0,"I briefly used the AI Tutor for exam revision in Psychology at the undergraduate level; it guided my practice for key goals . – Feeling anticipation, my class outcomes improved and I cross-checked outputs to avoid plagiarism. In practice, this changed how I adapt my study plan and assessments. (note 559607)",positive,0.654,0.518,anticipation,71,85,14,3,4,4,3,2,4,4,4,4,3,0,1/2/2024 9:59
